 ,res_age_isrvy,education_cat,ethnicity,gender,household_head,household_size,house_type,marital_status,msa_status,cur_emplyment_status,glb_known_friend,political_party_cat,evangelical_or_born_again,religion,either_internet_adjusted,same_sex_couple,relationship_quality,coresident,same_school,growup_same_city,gender_attraction,same_college,US_raised,how_long_ago_first_met_cat,respondent_race,partner_race,met_through_friends,met_through_family,met_through_as_neighbors,met_through_as_coworkers,married,parental_approval,household_indollar,children_in_hh,distancemoved_10mi,how_long_ago_first_romantic,how_long_ago_first_cohab,how_long_relationship,age_difference,respondent_yrsed,partner_yrsed,partner_mom_yrsed,total_marriage,respondent_mom_yrsed,q8a,q8b,q9,q12,q13a,q13b,q16,q18a_1,q18a_2,q18a_3,q21a,q21b,q21c,q21d,q21e,q23,q30,q31_1,q31_2,q31_3,q31_4,q31_5,q31_6,q31_7,q31_8,q31_9,q31_other_text_entered,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q33_7,q33_other_text_entered,q24_met_online,summary_q24_total,q24_R_cowork,q24_R_friend,q24_R_family,q24_R_sig_other,q24_R_neighbor,q24_P_cowork,q24_P_friend,q24_P_family,q24_P_sig_other,q24_P_neighbor,q24_btwn_I_cowork,q24_btwn_I_friend,q24_btwn_I_family,q24_btwn_I_sig_other,q24_btwn_I_neighbor,q24_school,q24_college,q24_military,q24_church,q24_vol_org,q24_customer,q24_bar_restaurant,q24_internet_dating,q24_internet_social_networking,q24_internet_game,q24_internet_chat,q24_internet_community,q24_internet_other,q24_public,q24_private_party,q24_blind_date,q24_vacation,q24_singles_service_non_internet,q24_business_trip,q24_work_neighbor,q24_fam_sister_active,q24_fam_brother_active,q24_fam_mother_active,q24_fam_father_active,q24_fam_other_active,q24_fam_cousins_active,q24_fam_aunt_niece_active,q24_fam_uncle_nephew_active,q24_fam_grandmother_active,q24_fam_grandfather_active,q24_fam_sister_passive,q24_fam_brother_passive,q24_fam_mother_passive,q24_fam_father_passive,q24_fam_other_passive,q24_fam_cousins_passive,q24_fam_aunt_niece_passive,q24_fam_uncle_nephew_passive,q24_fam_grandmother_passive,q24_fam_grandfather_passive,q24_fam_female,q24_fam_male,together_or_not
72515,51,3,1,1,0,2,1,5,1,2,4,1,2,11,0,0,4,0,1,1,1,2,1,7,1,1,1,0,0,0,0,1,27250,1,0,11,6,11,0,13,13,12,,10,1,,51,1,1,,8,0,0,1,14,40,45,,,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73603,60,2,1,1,1,1,1,3,1,1,3,1,1,1,0,0,1,0,2,2,1,,1,7,1,1,1,1,0,0,1,1,22250,0,0,29,29,29,0,12,17,12,1,13,1,,60,5,1,,6,,,,21,31,31,31,,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74415,41,4,1,2,1,1,1,5,0,1,1,3,2,8,,,,,,,,,,,1,,,,,,0,,67250,0,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
75685,68,4,1,1,1,1,3,5,1,5,3,3,2,13,,,,,,,,,,,1,,,,,,0,,17250,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
76832,83,2,1,2,1,1,1,2,1,5,2,3,2,2,,,,,,,,,,,1,,,,,,0,,27250,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
79405,40,4,1,1,1,1,1,5,0,2,1,3,1,2,,,,,,,,,,,1,,,,,,0,,37250,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
81286,28,4,1,1,1,2,3,6,1,1,3,1,1,1,1,0,5,0,2,2,1,2,1,2,1,1,0,0,0,0,0,1,67250,0,50,3,,2.5,1,16,16,13,,16,2,13,29,3,2,1,7,0,0,1,25,25,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83431,43,4,1,2,1,3,1,1,1,1,1,1,1,2,0,0,5,1,2,2,1,2,1,6,1,1,1,0,0,0,1,1,67250,1,110,23,21,23,1,16,20,12,1,12,1,,44,1,1,,0,,,,20,20,22,22,,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84485,48,3,5,2,1,1,1,5,1,1,4,3,2,1,,,,,,,,,,,1,,,,,,0,,55000,0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
88205,20,3,1,1,0,4,1,5,1,7,4,1,2,13,,,,,,,,,,,1,,,,,,0,,112250,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
90315,31,3,1,2,1,2,1,5,1,2,1,3,2,8,,,,,,,,,,,1,,,,,,0,,55000,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
92625,62,4,1,2,1,1,1,5,0,5,1,3,2,3,,,,,,,,,,,1,,,,,,0,,45000,0,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
96335,33,4,1,2,1,1,1,5,1,1,1,3,2,2,,,,,,,,,,,1,,,,,,0,,22250,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
97195,19,3,1,1,0,4,1,5,0,7,3,1,1,2,0,0,5,0,2,2,1,1,1,1,1,1,0,0,0,0,0,1,67250,0,0,0,,0.449999988,0,13,13,12,,12,1,,19,3,1,,3,0,0,1,19,19,,,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98306,30,2,1,2,1,5,3,6,1,4,1,3,2,3,,,,,,,,,,,1,,,,,,0,,11250,3,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100331,33,4,1,1,1,5,1,1,1,1,1,3,2,2,0,0,4,1,2,2,1,2,1,4,1,1,0,0,1,0,1,1,80000,0,10,11,10,11,0,17,16,12,1,13,1,,33,3,1,,1,,,,21,22,23,30,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101533,53,3,1,2,1,1,3,3,1,1,1,3,2,11,,,,,,,,,,,1,,,,,,0,,27250,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
102345,34,2,1,1,0,3,1,5,0,1,4,1,1,1,,,,,,,,,,,1,,,,,,0,,32250,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
103545,54,4,1,2,1,1,1,5,1,1,3,3,2,3,1,0,5,0,2,2,3,2,1,2,1,1,0,0,0,0,0,,162250,0,500,4,,4,2,16,13,12,,16,1,,52,1,1,,0,0,0,1,50,50,,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104565,56,4,1,1,1,1,1,5,1,1,3,3,2,2,1,1,5,0,2,2,5,2,1,2,1,1,0,0,0,0,0,,17250,0,500,3,,4,6,16,16,17,,10,1,,50,3,1,,0,0,0,1,53,53,,,,3,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105515,51,4,1,2,1,1,3,5,1,2,1,3,2,5,,,,,,,,,,,1,,,,,,0,,45000,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
106296,29,4,3,2,1,9,1,6,1,7,5,1,1,2,0,0,4,0,2,2,1,2,1,3,4,,,,,,0,0,37250,0,,9,,9,70,16,13,20,,16,1,,99,5,1,,10,0,0,1,20,20,,,,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107255,25,4,1,1,0,3,2,5,1,7,3,3,2,5,,,,,,,,,,,1,,,,,,0,,112250,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
109706,70,3,1,1,1,2,4,6,1,1,4,3,2,2,,,,,,,,,,,1,,,,,,0,,37250,0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
110316,31,4,1,1,1,2,1,6,1,1,1,3,2,2,0,1,4,1,2,2,4,1,1,3,1,6,0,0,0,0,0,0,67250,0,100,4,4,4,5,17,17,12,,14,1,,26,3,1,,0,0,0,1,24,27,27,,,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113235,23,3,1,2,0,4,1,5,1,1,1,3,1,2,0,0,4,1,2,2,1,2,1,2,1,1,0,1,0,1,0,1,112250,0,10,5,1,5,3,13,16,16,,14,1,,26,3,1,,4,0,0,1,18,18,22,,,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114276,27,4,1,2,1,2,1,6,1,1,5,1,2,3,0,0,5,1,2,2,1,1,1,3,1,1,0,0,0,1,1,1,67250,0,230,5,3,5,2,16,17,12,1,16,1,,29,1,1,,3,,,,21,22,24,26,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115473,47,3,1,1,1,1,3,3,1,1,1,3,2,12,0,1,4,0,2,2,3,2,1,4,1,1,1,0,1,0,0,,92250,0,2150,11,6,11,9,13,13,13,,12,1,,38,2,1,,0,0,0,1,36,36,41,,,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120456,45,2,4,2,1,3,1,6,1,1,3,3,2,12,0,0,5,1,2,2,2,,1,6,6,1,1,1,0,0,1,1,137250,0,730,21,21,21,13,12,17,13,2,12,1,,58,5,1,,2,,,,24,24,24,44,,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
121515,51,4,1,2,1,1,3,5,1,4,1,1,2,2,0,0,4,0,2,2,1,2,1,5,1,1,0,0,0,1,0,0,55000,0,20,7,,7,2,16,20,17,,16,1,,53,2,1,,0,0,0,1,33,44,,,,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123405,40,4,1,1,0,4,1,5,1,1,1,3,2,13,,,,,,,,,,,1,,,,,,0,,80000,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
125346,34,4,1,1,0,2,1,6,1,1,1,1,2,13,0,0,3,0,2,2,1,,1,3,1,1,0,0,0,0,0,0,32250,0,1700,6,5,6,0,16,12,12,,17,2,3,34,5,2,2,1,0,0,1,28,28,29,,,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126231,23,3,3,2,0,5,1,1,1,1,4,3,2,3,0,0,5,1,2,2,1,2,0,3,5,1,0,1,0,0,1,1,200000,0,4870,6,5,6,11,14,16,12,1,7.5,1,,34,2,1,,10,,,,16,17,18,18,,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
127425,42,4,1,2,1,1,3,5,1,1,1,3,2,3,,,,,,,,,,,1,,,,,,0,,112250,0,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
128441,44,2,2,1,0,1,1,1,1,1,1,3,1,11,1,0,5,1,2,2,1,,1,2,2,2,0,0,0,0,1,1,162250,0,250,3,2,2.5,1,12,16,13,2,12,1,,45,1,1,,0,,,,41,41,42,42,,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129595,59,4,1,2,1,1,1,5,1,5,1,3,2,2,,,,,,,,,,,1,,,,,,0,,37250,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
131561,56,2,1,2,1,2,1,1,1,7,3,1,2,2,0,0,5,1,1,1,1,,1,7,1,1,0,1,0,1,1,1,55000,0,0,38,38,38,4,12,12,9,1,12,1,,60,1,2,11,4,,,,17,18,18,18,,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132505,50,1,2,2,0,7,1,5,1,1,1,3,1,9,,,,,,,,,,,2,,,,,,0,,37250,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
134275,27,3,1,2,0,3,1,5,1,6,3,1,2,10,1,0,5,0,2,1,2,2,1,1,1,1,0,0,0,0,0,1,55000,0,0,2,,2.5,3,13,13,12,,17,1,,24,2,1,,5,0,0,1,25,25,,,,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134461,46,3,1,1,1,4,1,1,1,1,1,1,1,11,1,0,5,0,2,2,1,2,1,1,1,1,0,0,0,0,0,1,80000,0,2000,0,,0.75,4,14,14,13,,17,1,,50,5,2,13,2,0,0,1,46,46,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138383,38,2,4,2,1,4,1,3,1,1,1,3,2,13,,,,,,,,,,,6,,,,,,0,,37250,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
140511,51,2,1,2,1,5,1,1,1,2,4,1,1,1,0,0,5,1,2,2,1,,1,7,1,1,0,0,0,1,1,1,92250,3,490,31,31,31,0,12,13,12,2,10,2,3,51,1,1,,7,,,,19,20,20,23,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141843,84,4,1,2,1,1,3,3,1,5,1,3,2,13,,,,,,,,,,,1,,,,,,0,,37250,0,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
145611,61,3,1,1,1,3,1,1,1,2,3,1,1,1,0,0,5,1,1,1,1,1,1,7,1,1,1,0,0,0,1,,80000,1,0,41,40,41,3,13,13,12,1,7.5,1,,58,3,1,,10,,,,20,20,21,21,,1,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146405,40,4,1,2,1,1,3,5,1,1,1,1,1,9,,,,,,,,,,,1,,,,,,0,,45000,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
147245,24,2,1,1,0,3,1,5,1,4,5,3,2,3,0,0,3,1,2,2,1,,1,1,1,1,0,0,0,0,0,0,92250,0,0,0,0,0.75,2,12,13,16,,17,1,,26,2,1,,5,0,0,1,23,24,24,,,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149675,67,2,1,1,1,1,1,5,1,5,1,3,2,2,,,,,,,,,,,1,,,,,,0,,17250,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150411,41,4,3,1,1,2,1,1,1,1,1,3,2,3,0,0,5,1,2,2,1,2,1,3,4,1,1,0,0,0,1,1,200000,0,2560,8,6,8,3,17,16,13,1,12,2,2,44,2,2,13,1,,,,33,33,35,39,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155561,56,3,1,2,1,2,1,1,1,7,1,1,1,2,0,0,5,1,2,2,1,2,1,7,1,1,1,0,0,1,1,1,22250,0,40,35,35,35,5,13,16,9,1,13,2,1,61,3,1,,0,,,,21,21,21,22,,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156486,48,3,5,2,1,2,1,6,1,1,3,3,2,3,1,1,5,1,2,2,5,2,1,3,4,1,0,0,0,0,0,,55000,0,740,8,8,8,14,14,16,12,,14,1,,62,3,1,,0,1,0,0,40,40,40,,46,3,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156535,53,4,1,2,1,1,2,5,1,1,1,3,2,13,,,,,,,,,,,1,,,,,,0,,45000,0,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
157385,38,4,3,2,1,1,3,5,1,1,5,3,2,13,,,,,,,,,,,3,,,,,,0,,8750,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
157421,42,3,1,1,1,4,1,1,1,6,1,1,2,3,0,0,4,1,2,2,1,2,1,4,1,1,1,0,0,0,1,1,67250,1,0,11,10,11,10,13,14,7.5,1,13,1,,52,1,1,,7,,,,31,31,32,32,,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158261,26,3,1,2,0,3,1,1,1,7,5,3,2,11,1,0,5,1,2,1,1,2,1,3,1,1,0,0,0,0,1,1,112250,0,10,8,7,8,3,14,16,16,1,14,1,,29,2,2,3,0,,,,18,18,19,20,,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159285,28,3,1,1,0,5,1,5,1,1,4,1,2,3,,,,,,,,,,,1,,,,,,0,,11250,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
161715,71,2,1,1,1,1,3,5,1,1,3,3,2,3,0,0,5,0,2,2,2,,1,7,1,1,0,0,1,0,0,,27250,0,0,51,,51,1,12,13,12,,12,1,,70,3,1,,5,0,0,1,19,20,,,,2,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163195,19,2,3,1,0,4,1,5,1,4,3,3,2,3,0,0,5,0,2,2,1,,1,1,4,4,0,0,0,0,0,1,22250,0,0,0,,0.150000006,1,12,13,17,,17,1,,20,2,1,,3,0,0,1,19,19,,,,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
